,Account,Compound Score,DateTime,Negativity Score,Neutral Score,Positivity Score,Text
148,cbs,0.0,Sat Mar 24 20:00:02 +0000 2018,0.0,1.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
149,cbs,0.6996,Fri Mar 23 22:33:52 +0000 2018,0.0,0.806,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
150,cbs,0.4939,Fri Mar 23 22:33:04 +0000 2018,0.0,0.686,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU
151,cbs,0.8997,Fri Mar 23 22:32:48 +0000 2018,0.0,0.645,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
152,cbs,0.0,Thu Mar 22 22:10:29 +0000 2018,0.0,1.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
153,cbs,0.7081,Thu Mar 22 20:52:02 +0000 2018,0.066,0.623,0.311,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU
154,cbs,0.636,Thu Mar 22 00:23:38 +0000 2018,0.0,0.802,0.198,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf
155,cbs,0.0,Wed Mar 21 18:00:01 +0000 2018,0.0,1.0,0.0,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8
156,cbs,0.5106,Tue Mar 20 20:00:01 +0000 2018,0.0,0.858,0.142,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC
157,cbs,0.0,Tue Mar 20 17:58:43 +0000 2018,0.0,1.0,0.0,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…
158,cbs,0.5562,Tue Mar 20 16:52:42 +0000 2018,0.0,0.826,0.174,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR
159,cbs,0.0,Tue Mar 20 16:11:00 +0000 2018,0.0,1.0,0.0,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP"
160,cbs,0.7845,Mon Mar 19 21:02:26 +0000 2018,0.072,0.619,0.309,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…"
161,cbs,0.0,Sun Mar 18 23:44:30 +0000 2018,0.0,1.0,0.0,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M
162,cbs,0.6514,Sun Mar 18 18:05:43 +0000 2018,0.0,0.787,0.213,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju
163,cbs,0.1867,Sun Mar 18 17:09:53 +0000 2018,0.0,0.92,0.08,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…"
164,cbs,0.0,Sat Mar 17 19:00:02 +0000 2018,0.0,1.0,0.0,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp"
165,cbs,0.6166,Sat Mar 17 17:42:43 +0000 2018,0.0,0.839,0.161,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog
166,cbs,0.7096,Sat Mar 17 14:00:03 +0000 2018,0.0,0.753,0.247,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL
167,cbs,0.296,Fri Mar 16 22:53:21 +0000 2018,0.0,0.896,0.104,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i
168,cbs,0.0,Fri Mar 16 18:15:53 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…"
169,cbs,0.6514,Fri Mar 16 16:28:40 +0000 2018,0.0,0.822,0.178,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP
170,cbs,0.7088,Thu Mar 15 17:54:06 +0000 2018,0.0,0.763,0.237,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…"
171,cbs,-0.4939,Thu Mar 15 17:20:26 +0000 2018,0.157,0.766,0.077,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…
172,cbs,0.6514,Thu Mar 15 16:42:41 +0000 2018,0.0,0.806,0.194,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb
173,cbs,0.6115,Thu Mar 15 14:32:16 +0000 2018,0.0,0.734,0.266,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR
174,cbs,0.6696,Wed Mar 14 19:30:01 +0000 2018,0.0,0.781,0.219,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S"
175,cbs,0.3612,Tue Mar 13 18:48:52 +0000 2018,0.0,0.857,0.143,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…"
176,cbs,0.539,Tue Mar 13 14:15:10 +0000 2018,0.0,0.821,0.179,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI"
177,cbs,0.2244,Mon Mar 12 18:13:28 +0000 2018,0.0,0.917,0.083,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…
178,cbs,0.0,Mon Mar 12 01:20:43 +0000 2018,0.0,1.0,0.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…"
179,cbs,0.4926,Fri Mar 09 22:48:26 +0000 2018,0.0,0.883,0.117,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…
180,cbs,0.1275,Fri Mar 09 22:24:20 +0000 2018,0.092,0.795,0.113,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…"
181,cbs,0.4215,Fri Mar 09 21:10:21 +0000 2018,0.0,0.823,0.177,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N"
182,cbs,0.8658,Fri Mar 09 18:27:28 +0000 2018,0.0,0.553,0.447,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…"
183,cbs,0.0,Fri Mar 09 16:02:27 +0000 2018,0.0,1.0,0.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW
184,cbs,0.8625,Thu Mar 08 18:00:49 +0000 2018,0.0,0.664,0.336,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT
185,cbs,0.4926,Thu Mar 08 17:03:04 +0000 2018,0.0,0.868,0.132,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy
186,cbs,-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.23,0.619,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…"
187,cbs,0.0,Wed Mar 07 17:06:02 +0000 2018,0.0,1.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4"
188,cbs,0.6705,Tue Mar 06 18:10:59 +0000 2018,0.0,0.756,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg"
189,cbs,0.3818,Mon Mar 05 22:16:43 +0000 2018,0.0,0.833,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s"
190,cbs,0.4404,Sun Mar 04 08:05:26 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…"
191,cbs,0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…"
192,cbs,0.7096,Fri Mar 02 22:30:01 +0000 2018,0.0,0.753,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes"
193,cbs,0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.718,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3"
194,cbs,0.4939,Fri Mar 02 18:45:00 +0000 2018,0.0,0.849,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO"
195,cbs,-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY
196,cbs,0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…"
197,cbs,0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF
198,cbs,0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…
199,cbs,0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…"
200,cnn,0.0,Mon Apr 09 16:43:03 +0000 2018,0.0,1.0,0.0,Some Facebook users can now see whether their data may have been obtained by political data firm Cambridge Analytic… https://t.co/HFVSiXVeK4
201,cnn,-0.0772,Mon Apr 09 16:36:26 +0000 2018,0.129,0.756,0.116,Mark Zuckerberg has a clear message for Congress in the wake of the Cambridge Analytica scandal: It's my fault:… https://t.co/sl6PxaHXyO
202,cnn,-0.802,Mon Apr 09 16:24:03 +0000 2018,0.366,0.551,0.083,"President Trump strongly condemns the ""atrocious"" chemical weapons attack in Syria and says a decision on US action… https://t.co/wBVvORqpm0"
203,cnn,-0.4215,Mon Apr 09 16:15:27 +0000 2018,0.216,0.69,0.095,"Does Putin bear responsibility for the suspected chemical attack in Syria?

President Trump: “He may, yeah, he may.… https://t.co/tmDaXti97p"
204,cnn,0.0,Mon Apr 09 16:06:04 +0000 2018,0.0,1.0,0.0,President Trump: “We’ll be making some major decisions over the next 24 to 48 hours” on a US response to the suspec… https://t.co/iSTwBp9FOX
205,cnn,-0.5106,Mon Apr 09 16:00:37 +0000 2018,0.155,0.845,0.0,"President Trump condemns the “heinous attack” on Syrian civilians: “This is about humanity... If it’s Russia, if it… https://t.co/vQxuUYgOo0"
206,cnn,0.0,Mon Apr 09 15:51:28 +0000 2018,0.0,1.0,0.0,"Facebook CEO Mark Zuckerberg is on Capitol Hill to meet with lawmakers, including members of committees holding hea… https://t.co/vTmwxfTEHS"
207,cnn,-0.802,Mon Apr 09 15:50:06 +0000 2018,0.387,0.613,0.0,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/AgR2qL6zuv"
208,cnn,-0.5423,Mon Apr 09 15:40:08 +0000 2018,0.231,0.769,0.0,"Oklahoma teachers continue their walkout for a sixth day today, maintaining their pressure on state legislators for… https://t.co/Jppkmfi74G"
209,cnn,0.0258,Mon Apr 09 15:30:10 +0000 2018,0.059,0.876,0.064,"Rick Scott is the toughest challenger Bill Nelson has faced for Florida Senate, but Nelson's still a slight favorit… https://t.co/EHq9izkgN9"
210,cnn,0.0,Mon Apr 09 15:20:12 +0000 2018,0.0,1.0,0.0,What cities and states are doing about guns since the Parkland shooting https://t.co/vngGcWVQF7 https://t.co/9chaUhwhAl
211,cnn,-0.4588,Mon Apr 09 15:12:03 +0000 2018,0.16,0.84,0.0,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/esK5Q2wVDM
212,cnn,0.6808,Mon Apr 09 15:07:36 +0000 2018,0.0,0.781,0.219,People from both Canada and the United States are sharing photos of hockey sticks left on porches as a tribute to p… https://t.co/ubUTEoRBxU
213,cnn,-0.6597,Mon Apr 09 15:03:51 +0000 2018,0.252,0.748,0.0,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/3DeQiqTNRR"
214,cnn,0.6808,Mon Apr 09 14:47:09 +0000 2018,0.0,0.781,0.219,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/BOh2wHicgI
215,cnn,-0.1901,Mon Apr 09 14:31:06 +0000 2018,0.077,0.923,0.0,"When it comes to Syria, President Trump can tweet and launch strikes if he wants, but not much else | Analysis by… https://t.co/q5wp5kGq43"
216,cnn,-0.4549,Mon Apr 09 14:21:53 +0000 2018,0.153,0.847,0.0,"RT @cnni: Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" spoke with @npwcnn from inside the detention faci…"
217,cnn,0.0,Mon Apr 09 14:20:03 +0000 2018,0.0,1.0,0.0,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/QFqM3UzVxs"
218,cnn,0.3182,Mon Apr 09 14:04:35 +0000 2018,0.0,0.881,0.119,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/U0Ln3fjW8v
219,cnn,0.0,Mon Apr 09 13:52:05 +0000 2018,0.0,1.0,0.0,From political refugee to CEO: How Geisha Williams made history by becoming the first Latina CEO of a Fortune 500 C… https://t.co/v9AAlj9mmM
220,cnn,0.128,Mon Apr 09 13:40:21 +0000 2018,0.0,0.909,0.091,Defense Secretary James Mattis on the possibility of launching airstrikes against Syrian President Bashar al-Assad'… https://t.co/4Oi2LTEfJ4
221,cnn,-0.0772,Mon Apr 09 13:29:17 +0000 2018,0.075,0.925,0.0,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/Lf9lIVteVA"
222,cnn,-0.0258,Mon Apr 09 13:20:01 +0000 2018,0.18,0.645,0.175,Attorney General Jeff Sessions just made the opioid war harder to win | via @CNNopinion https://t.co/eO2ZYGLkm8 https://t.co/5ZmHgOzoz7
223,cnn,-0.6597,Mon Apr 09 13:12:03 +0000 2018,0.252,0.748,0.0,"A disaster was narrowly averted in eastern India after a runaway train carrying up to 1,000 passengers rolled with… https://t.co/lGO0pA0YRX"
224,cnn,-0.0018,Mon Apr 09 13:05:54 +0000 2018,0.123,0.754,0.123,"Syria and it most powerful ally, Russia, blamed Israel for striking an airbase in the war-torn country on Monday, f… https://t.co/dU3bFRhJlV"
225,cnn,-0.3612,Mon Apr 09 13:00:15 +0000 2018,0.128,0.809,0.064,Stormy Daniels' legal team plans to release a composite sketch of the man the porn star says threatened her in 2011… https://t.co/Rbmaf5sW4J
226,cnn,0.0,Mon Apr 09 12:49:37 +0000 2018,0.063,0.874,0.063,"Florida Republican Gov. Rick Scott says he's running for the US Senate, setting up a serious challenge to the state… https://t.co/9oHrPWsZw6"
227,cnn,0.6369,Mon Apr 09 12:45:10 +0000 2018,0.0,0.704,0.296,Beyond Tokyo: 8 of Japan's best foodie destinations https://t.co/0vjI9pVzDK via @CNNTravel https://t.co/MPo2WPjbfX
228,cnn,-0.0258,Mon Apr 09 12:38:55 +0000 2018,0.154,0.647,0.199,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/XHbOXLchua https://t.co/XXBefmOdcn
229,cnn,-0.25,Mon Apr 09 12:37:05 +0000 2018,0.114,0.818,0.068,Russia's Defense Ministry has claimed that Israel was behind a series of strikes on an airbase in central Syria on… https://t.co/IrPIXbxHUd
230,cnn,0.0,Mon Apr 09 12:30:11 +0000 2018,0.0,1.0,0.0,"Donald Trump always strives to command center stage, but the US President is now embroiled in so many escalating gl… https://t.co/2yZT9mnSSF"
231,cnn,0.0,Mon Apr 09 12:26:02 +0000 2018,0.0,1.0,0.0,"Deutsche Bank, Germany's biggest lender, is getting rid of its CEO after years of heavy losses.… https://t.co/O1UvpLNxyz"
232,cnn,0.0,Mon Apr 09 12:19:04 +0000 2018,0.0,1.0,0.0,4 questions Congress must ask Facebook CEO Mark Zuckerberg https://t.co/5PaplSDYRt https://t.co/TPsfQPpUKu
233,cnn,-0.1226,Mon Apr 09 12:16:02 +0000 2018,0.063,0.937,0.0,"Two of the most wanted fighters from the British ISIS cell known as ""the Beatles"" have called some of the group's a… https://t.co/ErTHLwtmHe"
234,cnn,0.0,Mon Apr 09 12:12:37 +0000 2018,0.0,1.0,0.0,"Facebook CEO Mark Zuckerberg is on Capitol Hill today to meet with lawmakers, including members of committees holdi… https://t.co/TEjSDM8O0O"
235,cnn,-0.5106,Mon Apr 09 12:12:02 +0000 2018,0.275,0.604,0.121,"New York Times top editor on journalism's ""biggest crisis"" https://t.co/YZqAM2JZ2X https://t.co/aGlBwRjZrc"
236,cnn,0.0,Mon Apr 09 12:04:23 +0000 2018,0.0,1.0,0.0,What cities and states are doing about guns since the Parkland shooting https://t.co/x2gNmQqcvg https://t.co/q70mtKVUqn
237,cnn,0.0,Mon Apr 09 12:03:04 +0000 2018,0.0,1.0,0.0,Designing for hedonists: The evolution of nightclub interiors https://t.co/PJKGBCwL2b via @CNNStyle https://t.co/osJPpj5Jlo
238,cnn,-0.6597,Mon Apr 09 11:59:06 +0000 2018,0.252,0.748,0.0,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/VGZeMMBqZ9"
239,cnn,0.0,Mon Apr 09 11:56:02 +0000 2018,0.0,1.0,0.0,"How President Trump might counter ""Animal Assad"" https://t.co/1UCL0ugNRt | via @CNNOpinion https://t.co/6Vxl00eqbc"
240,cnn,0.5859,Mon Apr 09 11:51:07 +0000 2018,0.0,0.759,0.241,16-year-old breaks Commonwealth Games record to win shooting gold for India https://t.co/ckEnqdDG2p https://t.co/Y7CYQy1zrp
241,cnn,-0.3818,Mon Apr 09 11:44:06 +0000 2018,0.178,0.822,0.0,Here's everything you need to know about the US-China trade battle https://t.co/qfAXCtoeph https://t.co/qc6MwmahAG
242,cnn,-0.5423,Mon Apr 09 11:39:27 +0000 2018,0.231,0.769,0.0,"Oklahoma teachers will continue their walkout for a sixth day today, maintaining their pressure on state legislator… https://t.co/FdYFsxlo0U"
243,cnn,-0.6124,Mon Apr 09 11:38:04 +0000 2018,0.417,0.583,0.0,"Lightning strike kills 1, injures 4 in Florida https://t.co/iDZeD9keEh https://t.co/MnHKWwyfzB"
244,cnn,0.0,Mon Apr 09 11:31:05 +0000 2018,0.0,1.0,0.0,Atlanta is the world's busiest airport for another year. Here's the rest of the list: https://t.co/qy5qAnTwjG
245,cnn,0.0,Mon Apr 09 11:30:06 +0000 2018,0.0,1.0,0.0,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/4UF8wtRLft"
246,cnn,-0.6249,Mon Apr 09 11:26:30 +0000 2018,0.186,0.814,0.0,"RT @NewDay: ""They're really very ordinary,"" says @npwcnn of British ISIS terrorists called ""the Beatles.""

""Unextraordinary people to some…"
247,cnn,-0.1226,Mon Apr 09 11:26:19 +0000 2018,0.066,0.934,0.0,"Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" have called some of the group's act… https://t.co/TJ5ez1pFVh"
248,cnn,0.0,Mon Apr 09 11:26:05 +0000 2018,0.0,1.0,0.0,US military resumes air operations in Djibouti https://t.co/tb7GCGzpIl https://t.co/dMKZRtdHaw
249,cnn,-0.6597,Mon Apr 09 11:20:03 +0000 2018,0.318,0.568,0.114,Ferrari mechanic suffers a broken leg after being hit by a car during a pit stop at the Bahrain Grand Prix https://t.co/Hz9pxAiJFO
250,cnn,0.3182,Mon Apr 09 11:16:03 +0000 2018,0.0,0.881,0.119,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/iWTVDtKsqB
251,cnn,0.0,Mon Apr 09 11:12:06 +0000 2018,0.0,1.0,0.0,Advocacy groups claim YouTube illegally collects data from kids https://t.co/cekqlCi0z1 https://t.co/zjlS4plfp6
252,cnn,-0.4588,Mon Apr 09 11:10:34 +0000 2018,0.16,0.84,0.0,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/7v8OKBAdFh
253,cnn,0.0,Mon Apr 09 11:06:04 +0000 2018,0.0,1.0,0.0,Cambridge Analytica whistleblower says data could've come from more than 87 million users and be stored in Russia… https://t.co/Ul43cBSA1l
254,cnn,-0.4019,Mon Apr 09 11:00:09 +0000 2018,0.153,0.847,0.0,"5 things for Monday:

- Syria
- Alaska 'bathroom bill'
- Hungary election
- Canada bus crash
- Tony Robbins and… https://t.co/4MGWimP6ee"
255,cnn,-0.802,Mon Apr 09 10:58:02 +0000 2018,0.444,0.556,0.0,Army identifies two soldiers killed in Kentucky helicopter crash https://t.co/Dqje3GDcLG https://t.co/rXwFCMGiXH
256,cnn,-0.3182,Mon Apr 09 10:52:06 +0000 2018,0.246,0.628,0.126,Syria attack response looms over John Bolton's first week as national security adviser https://t.co/iqhidMOnZO https://t.co/YKp7r5Vlt0
257,cnn,0.0,Mon Apr 09 10:50:07 +0000 2018,0.0,1.0,0.0,"When Congress returns Monday from a two-week recess, all eyes will be on Facebook CEO Mark Zuckerberg as he takes t… https://t.co/rvKkEqwlqD"
258,cnn,-0.4588,Mon Apr 09 10:46:04 +0000 2018,0.25,0.75,0.0,"A year after the US attacked Syria, what's changed? https://t.co/fD4i63D5cc https://t.co/T2skoyLYDv"
259,cnn,0.2263,Mon Apr 09 10:45:04 +0000 2018,0.14,0.628,0.232,Should Democrats worry that a blue wave is being treated like a sure thing? | Analysis by @zbyronwolf … https://t.co/ic7X2vHlwu
260,cnn,-0.6249,Mon Apr 09 10:41:02 +0000 2018,0.389,0.611,0.0,"Muenster van attack driver acted alone, police say https://t.co/0ImvR5IoMW https://t.co/BweBbbfH2O"
261,cnn,0.0,Mon Apr 09 10:35:35 +0000 2018,0.0,1.0,0.0,Bill Cosby's retrial begins in Pennsylvania today -- the first time the comedian's case returns to court since the… https://t.co/mKOcWGBE5R
262,cnn,0.0,Mon Apr 09 10:35:05 +0000 2018,0.0,1.0,0.0,"Republican Sen. John McCain says President Trump ""emboldened"" Syrian leader Bashar al-Assad with comments on US wit… https://t.co/2Dm4Cpqyla"
263,cnn,0.0,Mon Apr 09 10:31:07 +0000 2018,0.0,1.0,0.0,"New Trump adviser is ""not much of a carrot man"" https://t.co/5yAePVYewm | via @CNNopinion https://t.co/Cib9B7ZUTl"
264,cnn,-0.3182,Mon Apr 09 10:26:01 +0000 2018,0.112,0.837,0.051,Several cities and states have taken matters into their own hands on gun regulation since the February 14 Parkland… https://t.co/f9mmASATVg
265,cnn,0.0,Mon Apr 09 10:21:02 +0000 2018,0.0,1.0,0.0,New details about the birth of the third child of the Duke and Duchess of Cambridge have been revealed by Kensingto… https://t.co/A6r1pHeuqm
266,cnn,-0.1655,Mon Apr 09 10:15:07 +0000 2018,0.142,0.858,0.0,"Ad boycott continues, but Laura Ingraham is coming back https://t.co/A9aXH4c6Tb https://t.co/KBp3OW1IMd"
267,cnn,-0.7096,Mon Apr 09 10:12:04 +0000 2018,0.269,0.731,0.0,"The US denied attacking a Syrian airfield on Sunday, hours after President Donald Trump tweeted ""Animal Assad"" woul… https://t.co/KAoUrZQTf4"
268,cnn,0.3612,Mon Apr 09 10:06:04 +0000 2018,0.0,0.828,0.172,Jimmy Kimmel apologizes for jabs at Fox News host Sean Hannity https://t.co/fZDKYMkN5H https://t.co/WWKAqAwmj3
269,cnn,0.0,Mon Apr 09 09:59:03 +0000 2018,0.0,1.0,0.0,"Stormy Daniels' attorney has once again filed a motion to depose President Donald Trump and his lawyer, Michael Coh… https://t.co/NjypxY1Pex"
270,cnn,-0.1531,Mon Apr 09 09:57:23 +0000 2018,0.071,0.929,0.0,"Are you one of the 87 million Facebook users affected by the Cambridge Analytica data breach?

CNN wants to hear fr… https://t.co/ceSEBdQnht"
271,cnn,-0.5719,Mon Apr 09 09:52:58 +0000 2018,0.236,0.764,0.0,"""A Quiet Place"" leads box office as horror keeps making noise https://t.co/gEzgD5vtI4 https://t.co/Cdq3ZTV6jE"
272,cnn,-0.25,Mon Apr 09 09:43:05 +0000 2018,0.114,0.818,0.068,Russia's Defense Ministry has claimed that Israel was behind a series of strikes on an airbase in central Syria on… https://t.co/n3Xv9yvPZ8
273,cnn,-0.5423,Mon Apr 09 09:34:03 +0000 2018,0.22,0.78,0.0,"Oklahoma teachers to continue their walkout for a sixth day, maintaining their pressure on state legislators for in… https://t.co/QClmRnFGPP"
274,cnn,-0.6597,Mon Apr 09 09:27:21 +0000 2018,0.318,0.568,0.114,Ferrari mechanic suffers a broken leg after being hit by a car during a pit stop at the Bahrain Grand Prix https://t.co/dolD3bQW65
275,cnn,0.0,Mon Apr 09 09:14:52 +0000 2018,0.0,1.0,0.0,New details about the birth of the third child of the Duke and Duchess of Cambridge have been revealed by Kensingto… https://t.co/HIZw9JEsqf
276,cnn,-0.1226,Mon Apr 09 09:09:42 +0000 2018,0.063,0.937,0.0,"Two of the most wanted fighters from the British ISIS cell known as ""the Beatles"" have called some of the group's a… https://t.co/4ZAF4Buuje"
277,cnn,-0.3182,Mon Apr 09 08:58:40 +0000 2018,0.112,0.837,0.051,Several cities and states have taken matters into their own hands on gun regulation since the February 14 Parkland… https://t.co/qkxc9sCfrk
278,cnn,0.0,Mon Apr 09 08:49:22 +0000 2018,0.0,1.0,0.0,Atlanta is the world's busiest airport for another year. Here's the rest of the list: https://t.co/kaAwtr1PRg
